mall_name,address,longitude,latitude 
新大陆广场,南泉北路528号,121.5188,31.2297
森兰商都,张杨北路2988号,121.5912,31.3119
世界广场,浦东南路855号,121.5150,31.2323
旭辉mall,控江路2068号,121.5092,31.2734
场北商业广场,场北路704号,121.4246,31.3319
三鑫世界商厦,张杨路579号1-3F,121.5184,31.2283
IMAGO我格广场,武宁路101号,121.4234,31.2379
置地广场,南京东路409号,121.4819,31.2361
万辉国际广场,虹梅南路863号,121.4227,31.1249
南洋1931,裕德路165号,121.4340,31.1855
万嘉商业广场,东靖路1881号,121.6109,31.2936
徐汇梅陇商业中心,龙州路995号,121.4225,31.1390
诺亚新天地,牡丹江路318号,121.4949,31.3813
淞南购物中心,长江南路651号,121.4806,31.3388
百联东郊购物中心,沪南路2420号,121.5638,31.1536
巴黎春天,真华路888号,121.4117,31.2706
壹街坊,上中西路280号,121.4256,31.1350
金桥大拇指广场,平度路和胶东路交口西侧,121.5915,31.2544
天格广场 Tango Plaza,灵石路718号C8栋,121.4391,31.2811
贝多芬广场,长宁路1158号,121.4146,31.2181
港城新天地,南汇新城镇茉莉路225弄,121.9061,30.8957
太平洋百货,天目西路218号,121.4570,31.2451
虹桥良华购物广场,申滨路990号,121.3085,31.2094
老码头购物中心,中山南路505弄,121.5057,31.2193
博隆商业广场,华腾公路和新府中路交叉口西北角,121.2294,31.2379
香港名都,河南南路489号,121.4899,31.2228
苏航生活广场,沪南公路5588号,121.5959,31.0351
嘉实生活广场,嘉松北路6130弄,121.2218,31.2880
星光耀广场,曹杨路1888号,121.4067,31.2572
